id,task,truth
196,"Does the following tweet have positive sentiment to the Apple company ? 
Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple",0
197,"Does the following tweet have positive sentiment to the Google company ? 
With #Google internet TV I can read my Twitter account while watching #CNN",1
198,"Does the following tweet have positive sentiment to the Microsoft company ? 
#skype is now part of stupid #microsoft it seems",0
199,"Does the following tweet have positive sentiment to the Google company ? 
#google + #motorola + #verizon = perfect combination! &lt;3",1
200,"Does the following tweet have positive sentiment to the Apple company ? 
In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :(",0
201,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs",0
202,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/KDTD4zRe",0
203,"Does the following tweet have positive sentiment to the Apple company ? 
Dear @Apple, how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\mbl^.%)",0
204,"Does the following tweet have positive sentiment to the Google company ? 
Video: #Google wallet, see the wow effect http://t.co/mcW78VtG",1
205,"Does the following tweet have positive sentiment to the Google company ? 
The Samsung Galaxy Nexus and Ice Cream Sandwich are sick! #android #icecreamsandwich #google",1
206,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft @ ISB... watching the new windows 8 in action...pretty impressive! Finally a contender to mac os.. Interesting battle in store",1
207,"Does the following tweet have positive sentiment to the Google company ? 
From it's laughable file: #google will #encrypt #search results BUT only if U have ""logged in"" so they can maximize their #data #collection!",0
208,"Does the following tweet have positive sentiment to the Apple company ? 
Apparently @Apple genius training doesn't extend to clocks & service. They're half an hour late for my appointment and couldn't let me know?",0
209,"Does the following tweet have positive sentiment to the Apple company ? 
dammit, listening to siri is making me want to upgrade. well played @apple.",1
210,"Does the following tweet have positive sentiment to the Apple company ? 
At the bus with my iPhone ;) thxx @apple",1
211,"Does the following tweet have positive sentiment to the Microsoft company ? 
Screened by RepRisk – #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft",0
212,"Does the following tweet have positive sentiment to the Apple company ? 
The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple",1
213,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt",0
214,"Does the following tweet have positive sentiment to the Google company ? 
I'm an iOs user but the #ICS is awesome, great job #google",1
215,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @TheSoap88: #Twitter is interesting 24hrs a day. #Facebook is interesing 2hrs a day.",1
216,"Does the following tweet have positive sentiment to the Apple company ? 
oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it",0
217,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @JolieeSharmeda #twitter be fucking up",0
218,"Does the following tweet have positive sentiment to the Apple company ? 
@RIM you made it too easy for me to switch to @Apple iPhone. See ya!",1
219,"Does the following tweet have positive sentiment to the Microsoft company ? 
#microsoft #research shows #Holodesk. Awesome!!! The holodeck is one step closer! bit.ly/pCMJON #kinect /via @dvroegop",1
220,"Does the following tweet have positive sentiment to the Microsoft company ? 
How #Apple eclipsed #Microsoft http://t.co/dL9CRCZy",0
221,"Does the following tweet have positive sentiment to the Google company ? 
@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook",1
222,"Does the following tweet have positive sentiment to the Google company ? 
#Facebook power users 'have gone to #Google+ and #Twitter' - Telegraph http://t.co/vwCiOv1f Who are they? #socialmedia",1
223,"Does the following tweet have positive sentiment to the Microsoft company ? 
Oh how much do I loathe #microsoft??? An hour to 'configure updates' which it is then unable to do so another 20 mins 'reverting changes'...",0
224,"Does the following tweet have positive sentiment to the Apple company ? 
DAMN YOU !!! @apple",0
225,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft tries to combine the #Xbox #WindowsPhone and #PC and all of them will share the same neat looking interface. http://t.co/J332zfpO",1
226,"Does the following tweet have positive sentiment to the Apple company ? 
@apple Siri is amazing",1
227,"Does the following tweet have positive sentiment to the Microsoft company ? 
Great time to be a family? #Microsoft #advertising enrages me. Again. http://t.co/pYT7vKRP",0
228,"Does the following tweet have positive sentiment to the Google company ? 
Thanks Android for admitting you're ugly. New font is a good start! #ics #google",1
229,"Does the following tweet have positive sentiment to the Google company ? 
RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f",0
230,"Does the following tweet have positive sentiment to the Google company ? 
Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn",1
231,"Does the following tweet have positive sentiment to the Microsoft company ? 
@joannejacobs I'd like to criticise #Microsoft's Steve Ballmer face-to-face for all the pain & suffering their products cause. #justsaying",0
232,"Does the following tweet have positive sentiment to the Google company ? 
Mmmm Ice Cream Sandwich #Android #Google",1
233,"Does the following tweet have positive sentiment to the Apple company ? 
I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple",0
234,"Does the following tweet have positive sentiment to the Microsoft company ? 
Which planet is he living on? #Microsoft #CEO #Fail #palmface http://t.co/3zcq60SF",0
235,"Does the following tweet have positive sentiment to the Apple company ? 
Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.",1
236,"Does the following tweet have positive sentiment to the Google company ? 
facial recognition failed #IceCreamSandwich jajajajajajaj #FacialUnlock #samsumg #Google",0
237,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig",0
238,"Does the following tweet have positive sentiment to the Apple company ? 
Hey guys at @Apple, WTF is happening to #iPhone4, with #iOS5 suddenly fade to black and begin to vibrate continuously, I had to reboot it",0
239,"Does the following tweet have positive sentiment to the Apple company ? 
.@apple thanks for fixing this... http://t.co/wTj1ogDO",1
240,"Does the following tweet have positive sentiment to the Apple company ? 
Dear @apple, One day you're going to release a version of iTunes that doesn't freeze more often than it works. One day.",0
241,"Does the following tweet have positive sentiment to the Apple company ? 
When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered

",1
242,"Does the following tweet have positive sentiment to the Google company ? 
#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!",1
243,"Does the following tweet have positive sentiment to the Apple company ? 
Awesome service from the @apple store in pc. Thanks chris!",1
244,"Does the following tweet have positive sentiment to the Microsoft company ? 
OMG :) :) #Microsoft #Sharepoint is actually working!  Thanks to my excellent colleague William",1
245,"Does the following tweet have positive sentiment to the Apple company ? 
@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO",0
246,"Does the following tweet have positive sentiment to the Microsoft company ? 
Internet Explorer 9 is the biggest pile of shit ever seriously #Microsoft #IE9",0
247,"Does the following tweet have positive sentiment to the Google company ? 
Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich",1
248,"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter #twitter :)",1
249,"Does the following tweet have positive sentiment to the Google company ? 
Simply Amazing! http://t.co/9qmG3irA #Google #Samsung #Galaxy #Nexus #Prime #Android4 #IceCreamSandwich",1
250,"Does the following tweet have positive sentiment to the Apple company ? 
@twalve @apple you know the issues they have with DST and alarms :p",0
